distance_km,estimated_duration_min,avg_speed_kmh,road_type_score,traffic_level,weather_risk,rainfall_mm,time_of_day,day_of_week,urban_density,accident_risk_score,construction_risk_score,elevation_variation,temperature_c,humidity,wind_speed_kmh,season,region_type,vehicle_load_factor,road_condition_label
304.39,289.62,63.06,0.66,0.44,0.29,0.99,evening,tuesday,0.14,0.48,0.21,31.3,19.23,0.55,11.27,spring,regional,0.46,Excellent
29.72,62.51,28.53,0.37,0.63,0.2,3.1,early_morning,thursday,0.81,0.41,0.31,4.42,2.98,0.62,30.45,spring,urban,0.39,Moderate
7.72,23.19,19.98,0.34,0.62,0.26,1.69,midday,thursday,0.7,0.46,0.3,9.54,9.81,0.61,19.58,spring,urban,0.5,Moderate
209.44,187.71,66.95,0.83,0.28,0.26,1.97,night,wednesday,0.3,0.27,0.16,26.16,10.85,0.58,19.2,spring,regional,0.32,Excellent
64.18,48.07,80.1,0.8,0.27,0.62,6.49,evening,sunday,0.22,0.38,0.22,8.6,-6.29,0.72,21.27,winter,regional,0.29,Good
24.73,55.36,26.81,0.51,0.71,0.46,2.97,evening,monday,0.86,0.58,0.26,2.64,15.14,0.67,18.86,autumn,urban,0.52,Moderate
71.86,78.74,54.76,0.72,0.55,0.57,2.96,midday,wednesday,0.7,0.39,0.18,16.76,7.47,0.65,15.42,autumn,suburban,0.55,Moderate
46.87,76.96,36.54,0.71,0.67,0.24,1.07,afternoon_peak,friday,0.51,0.42,0.27,11.59,6.87,0.53,17.16,spring,suburban,0.44,Moderate
19.35,23.58,49.26,0.67,0.77,0.33,0.42,morning_peak,wednesday,0.62,0.43,0.27,3.14,13.57,0.64,16.26,autumn,suburban,0.45,Moderate
30.07,60.43,29.86,0.46,0.67,0.57,3.2,morning_peak,sunday,0.72,0.54,0.4,1.93,-0.37,0.67,29.56,winter,urban,0.56,Moderate
7.89,22.72,20.82,0.53,0.82,0.1,1.6,morning_peak,saturday,0.92,0.43,0.45,7.98,17.51,0.47,20.38,summer,urban,0.5,Moderate
9.08,27.26,19.97,0.31,0.93,0.45,1.31,afternoon_peak,thursday,0.83,0.5,0.31,13.59,6.31,0.64,17.33,spring,urban,0.42,Moderate
132.56,126.15,63.05,0.65,0.67,0.64,5.24,afternoon_peak,tuesday,0.29,0.53,0.27,11.89,0.51,0.76,18.23,winter,regional,0.54,Moderate
92.04,88.26,62.57,0.97,0.47,0.46,2.62,afternoon_peak,thursday,0.19,0.41,0.17,15.53,0.93,0.6,20.1,winter,regional,0.34,Good
68.31,63.79,64.25,0.84,0.25,0.68,1.44,night,sunday,0.29,0.4,0.2,7.24,1.09,0.79,16.96,winter,regional,0.19,Good
282.68,243.62,69.62,0.96,0.71,0.61,7.0,afternoon_peak,friday,0.41,0.56,0.18,26.03,-0.76,0.8,14.1,winter,regional,0.71,Moderate
6.9,16.98,24.38,0.38,0.78,0.15,0.77,afternoon_peak,friday,0.84,0.47,0.47,1.0,13.61,0.56,14.23,summer,urban,0.54,Moderate
63.26,75.35,50.38,0.67,0.77,0.4,5.32,afternoon_peak,thursday,0.51,0.47,0.31,8.06,12.84,0.6,20.49,spring,suburban,0.54,Moderate
151.85,171.99,52.97,0.81,0.67,0.59,7.94,afternoon_peak,wednesday,0.37,0.49,0.26,22.95,5.19,0.71,25.38,winter,regional,0.57,Moderate
35.01,56.54,37.16,0.46,0.59,0.55,2.47,midday,thursday,0.7,0.42,0.29,10.58,7.16,0.7,11.18,autumn,suburban,0.51,Moderate
16.47,35.34,27.97,0.57,0.71,0.46,5.23,evening,friday,0.87,0.5,0.32,5.32,11.93,0.61,17.02,autumn,urban,0.45,Moderate
52.0,82.79,37.68,0.74,0.78,0.12,0.6,morning_peak,friday,0.66,0.52,0.27,1.47,9.21,0.41,14.09,spring,suburban,0.56,Good
5.8,13.47,25.83,0.36,0.6,0.51,6.02,early_morning,thursday,0.69,0.49,0.29,6.75,14.99,0.76,7.1,autumn,urban,0.49,Moderate
19.34,38.88,29.85,0.31,0.95,0.48,1.0,morning_peak,thursday,0.9,0.53,0.31,4.22,11.72,0.72,11.27,autumn,urban,0.53,Poor
28.95,100.31,17.32,0.37,0.76,0.48,3.56,evening,tuesday,0.88,0.57,0.34,1.0,6.9,0.68,20.72,autumn,urban,0.59,Very Poor
68.25,75.93,53.93,0.49,0.55,0.61,7.76,evening,thursday,0.45,0.4,0.25,14.04,5.68,0.66,19.7,winter,suburban,0.41,Moderate
27.2,27.21,59.98,0.74,0.41,0.73,8.51,midday,friday,0.41,0.43,0.32,6.53,-1.15,0.7,18.98,winter,suburban,0.44,Good
31.73,132.61,14.35,0.27,1.0,0.43,7.17,morning_peak,tuesday,0.94,0.59,0.4,8.23,2.45,0.57,19.12,winter,urban,0.6,Poor
19.66,32.51,36.27,0.64,0.7,0.23,2.54,morning_peak,friday,0.5,0.44,0.48,1.0,13.52,0.53,9.9,summer,suburban,0.42,Good
37.75,62.36,36.32,0.67,0.52,0.76,7.9,morning_peak,sunday,0.53,0.48,0.24,12.56,2.87,0.8,18.12,winter,suburban,0.35,Moderate
75.19,109.38,41.25,0.42,0.64,0.35,1.92,evening,wednesday,0.66,0.37,0.23,7.48,6.85,0.59,19.94,spring,suburban,0.38,Moderate
116.14,89.08,78.23,0.89,0.61,0.58,3.46,morning_peak,tuesday,0.22,0.49,0.17,15.06,7.27,0.74,22.34,winter,regional,0.36,Moderate
9.33,20.8,26.92,0.47,0.77,0.1,0.82,night,monday,0.89,0.47,0.36,6.31,21.4,0.47,15.85,summer,urban,0.49,Moderate
38.43,42.43,54.34,0.6,0.59,0.61,5.52,early_morning,tuesday,0.43,0.53,0.17,14.94,9.42,0.7,27.29,winter,suburban,0.48,Moderate
308.03,229.08,80.68,0.71,0.52,0.15,2.21,afternoon_peak,wednesday,0.22,0.36,0.32,24.44,21.84,0.51,10.36,summer,regional,0.51,Good
29.45,55.68,31.74,0.43,0.65,0.39,4.42,morning_peak,sunday,0.68,0.43,0.3,9.59,0.64,0.7,19.68,spring,urban,0.6,Moderate
70.39,87.87,48.06,0.45,0.6,0.25,1.62,midday,thursday,0.41,0.42,0.13,4.95,5.39,0.64,19.22,spring,suburban,0.36,Moderate
19.5,35.25,33.19,0.26,0.7,0.17,1.44,early_morning,tuesday,0.84,0.49,0.35,1.21,21.28,0.56,22.15,summer,urban,0.41,Moderate
139.68,102.08,82.1,0.75,0.61,0.24,1.83,afternoon_peak,monday,0.36,0.48,0.27,20.15,15.29,0.55,15.78,spring,regional,0.41,Good
62.03,59.61,62.43,0.82,0.7,0.09,0.45,afternoon_peak,friday,0.41,0.26,0.4,10.64,15.01,0.47,14.59,summer,regional,0.55,Good
22.01,72.57,18.2,0.26,0.71,0.55,4.39,evening,tuesday,0.81,0.53,0.31,10.16,-0.19,0.68,23.11,winter,urban,0.54,Poor
164.89,167.21,59.17,0.73,0.64,0.43,4.61,afternoon_peak,thursday,0.23,0.47,0.3,23.92,11.37,0.64,20.34,autumn,regional,0.51,Moderate
108.77,96.06,67.94,0.7,0.41,0.21,1.92,evening,tuesday,0.36,0.37,0.31,15.32,9.96,0.57,14.44,summer,regional,0.27,Excellent
31.95,68.47,27.99,0.51,0.73,0.62,7.42,morning_peak,thursday,0.73,0.59,0.29,9.95,5.54,0.64,23.08,winter,urban,0.4,Moderate
82.11,109.81,44.86,0.72,0.74,0.06,0.41,morning_peak,monday,0.59,0.37,0.4,3.97,21.24,0.46,10.35,summer,suburban,0.55,Good
237.29,200.57,70.98,0.81,0.54,0.27,2.96,afternoon_peak,wednesday,0.24,0.46,0.37,17.96,20.74,0.51,15.1,summer,regional,0.45,Good
144.94,138.24,62.91,0.72,0.42,0.41,5.32,evening,wednesday,0.39,0.37,0.22,28.36,11.17,0.68,11.15,autumn,regional,0.29,Good
68.52,81.87,50.21,0.78,0.68,0.22,0.86,midday,friday,0.7,0.42,0.4,9.23,16.58,0.42,16.32,summer,suburban,0.43,Moderate
81.49,88.12,55.49,0.53,0.57,0.34,1.86,early_morning,wednesday,0.67,0.44,0.25,9.93,7.46,0.58,15.59,spring,suburban,0.4,Good
88.61,90.36,58.84,0.65,0.6,0.62,7.68,morning_peak,friday,0.4,0.45,0.31,14.47,6.6,0.64,23.66,winter,regional,0.47,Moderate
73.17,111.16,39.5,0.68,0.68,0.22,0.0,afternoon_peak,tuesday,0.55,0.46,0.18,9.97,4.62,0.63,20.61,spring,suburban,0.59,Good
8.5,18.65,27.34,0.4,0.69,0.17,1.3,early_morning,thursday,0.8,0.46,0.46,1.0,18.21,0.49,12.71,summer,urban,0.44,Moderate
135.0,135.96,59.57,0.78,0.48,0.38,3.62,midday,monday,0.39,0.42,0.36,9.35,10.89,0.55,19.84,autumn,regional,0.31,Good
17.17,63.29,16.28,0.5,0.7,0.6,3.41,midday,saturday,0.8,0.5,0.25,16.93,-2.57,0.7,23.73,winter,urban,0.54,Moderate
107.95,88.96,72.81,0.63,0.55,0.42,3.26,morning_peak,thursday,0.32,0.39,0.23,14.02,16.75,0.61,18.34,autumn,regional,0.36,Good
24.22,33.85,42.94,0.6,0.56,0.38,1.93,midday,tuesday,0.44,0.51,0.26,10.2,8.71,0.77,18.76,spring,suburban,0.36,Good
70.61,75.46,56.15,0.76,0.58,0.19,0.0,morning_peak,wednesday,0.53,0.35,0.38,1.11,16.77,0.53,14.9,summer,suburban,0.44,Good
13.06,17.27,45.36,0.65,0.56,0.4,1.74,evening,tuesday,0.43,0.46,0.34,6.3,10.55,0.66,10.79,autumn,suburban,0.42,Good
66.99,50.78,79.15,0.73,0.46,0.53,3.28,midday,friday,0.37,0.43,0.17,9.19,5.09,0.67,20.2,autumn,regional,0.37,Good
57.04,58.17,58.84,0.53,0.57,0.16,0.82,early_morning,monday,0.51,0.35,0.34,15.33,10.77,0.5,13.31,summer,suburban,0.43,Good
12.85,33.83,22.79,0.28,0.93,0.15,0.0,morning_peak,thursday,0.73,0.63,0.36,1.0,9.74,0.54,8.73,spring,urban,0.5,Moderate
281.11,195.01,86.49,0.83,0.48,0.24,2.45,early_morning,monday,0.32,0.37,0.14,28.86,2.42,0.63,13.64,spring,regional,0.46,Good
62.58,82.29,45.63,0.5,0.58,0.21,0.68,midday,tuesday,0.57,0.45,0.32,5.07,1.27,0.5,7.46,spring,suburban,0.46,Moderate
276.2,198.98,83.29,0.81,0.41,0.47,3.9,afternoon_peak,saturday,0.22,0.47,0.17,23.88,-0.36,0.79,20.57,autumn,regional,0.52,Good
8.93,21.41,25.02,0.51,0.8,0.29,4.21,afternoon_peak,thursday,0.88,0.46,0.34,7.6,10.29,0.62,19.17,spring,urban,0.48,Moderate
8.77,16.92,31.11,0.32,0.64,0.69,2.83,midday,tuesday,0.75,0.55,0.32,14.54,4.75,0.65,25.96,winter,urban,0.4,Poor
91.09,74.81,73.06,0.67,0.51,0.25,0.82,morning_peak,wednesday,0.16,0.34,0.35,12.14,17.43,0.55,19.2,summer,regional,0.5,Excellent
54.24,44.35,73.38,0.76,0.65,0.54,7.44,morning_peak,tuesday,0.41,0.46,0.25,13.63,12.31,0.64,21.15,autumn,regional,0.42,Moderate
43.56,84.82,30.81,0.71,0.79,0.72,8.69,afternoon_peak,tuesday,0.67,0.71,0.27,4.14,2.5,0.77,19.77,winter,suburban,0.5,Poor
65.83,76.55,51.6,0.52,0.47,0.4,3.83,midday,saturday,0.5,0.49,0.27,10.21,1.34,0.62,23.17,autumn,suburban,0.52,Moderate
41.42,39.09,63.57,0.71,0.45,0.22,1.5,midday,saturday,0.45,0.39,0.37,6.54,15.67,0.47,12.63,summer,suburban,0.34,Excellent
43.0,43.91,58.76,0.53,0.54,0.31,2.04,night,tuesday,0.62,0.38,0.31,8.36,4.69,0.51,12.14,spring,suburban,0.28,Good
12.62,27.38,27.65,0.43,0.8,0.5,1.95,morning_peak,saturday,0.8,0.55,0.27,9.67,-5.54,0.63,21.73,winter,urban,0.42,Moderate
186.38,116.54,95.95,0.71,0.16,0.17,1.99,evening,saturday,0.22,0.18,0.29,20.39,22.29,0.58,15.32,summer,regional,0.31,Excellent
68.77,92.22,44.74,0.71,0.53,0.47,4.25,evening,monday,0.54,0.42,0.26,9.19,12.84,0.68,27.31,autumn,suburban,0.4,Moderate
211.78,140.78,90.26,0.86,0.17,0.54,6.24,midday,sunday,0.13,0.34,0.25,22.78,9.79,0.65,18.76,autumn,regional,0.36,Excellent
202.73,191.04,63.67,0.64,0.32,0.58,2.97,midday,tuesday,0.15,0.39,0.21,16.8,3.66,0.8,28.58,winter,regional,0.31,Good
71.42,67.17,63.8,0.73,0.61,0.5,3.03,afternoon_peak,tuesday,0.38,0.56,0.27,12.26,4.51,0.65,13.56,autumn,regional,0.35,Moderate
221.5,196.78,67.54,0.91,0.53,0.08,1.43,midday,thursday,0.34,0.3,0.43,15.89,14.35,0.35,11.6,summer,regional,0.43,Excellent
19.82,23.3,51.04,0.65,0.5,0.31,3.5,afternoon_peak,sunday,0.45,0.34,0.18,9.11,4.37,0.61,20.19,spring,suburban,0.33,Good
4.2,8.29,30.41,0.27,0.79,0.23,5.11,early_morning,friday,0.82,0.52,0.38,1.0,12.87,0.59,16.22,spring,urban,0.5,Moderate
66.48,48.96,81.48,0.75,0.52,0.4,2.6,evening,monday,0.25,0.48,0.18,19.12,19.67,0.59,18.21,autumn,regional,0.43,Good
202.52,137.65,88.28,0.68,0.33,0.16,2.08,midday,sunday,0.3,0.22,0.41,8.06,19.43,0.59,13.83,summer,regional,0.4,Excellent
23.32,48.8,28.67,0.27,0.96,0.32,2.72,afternoon_peak,wednesday,0.75,0.61,0.48,9.95,15.75,0.6,16.12,summer,urban,0.52,Poor
188.86,184.22,61.51,0.69,0.37,0.74,5.62,evening,monday,0.15,0.39,0.13,17.33,0.54,0.75,19.41,winter,regional,0.54,Good
13.06,44.05,17.79,0.46,0.92,0.64,6.34,early_morning,tuesday,0.97,0.62,0.36,5.08,-5.33,0.8,26.84,winter,urban,0.54,Poor
275.43,236.94,69.75,0.69,0.6,0.65,6.05,afternoon_peak,wednesday,0.31,0.59,0.25,28.93,-1.32,0.68,25.51,winter,regional,0.6,Moderate
68.95,73.6,56.21,0.56,0.53,0.21,1.02,evening,friday,0.59,0.33,0.21,4.94,3.74,0.57,9.38,spring,suburban,0.35,Good
12.56,21.28,35.4,0.61,0.66,0.38,1.84,afternoon_peak,sunday,0.58,0.44,0.19,7.04,9.15,0.53,22.59,autumn,suburban,0.5,Moderate
17.89,46.39,23.14,0.4,0.7,0.29,1.53,night,thursday,0.92,0.42,0.35,13.55,5.26,0.62,22.27,spring,urban,0.41,Moderate
68.84,60.05,68.78,0.79,0.2,0.14,0.9,early_morning,wednesday,0.18,0.3,0.26,4.99,18.56,0.55,17.97,summer,regional,0.4,Excellent
7.95,17.09,27.92,0.55,0.7,0.48,2.44,morning_peak,saturday,0.71,0.52,0.29,1.0,4.63,0.6,15.53,autumn,urban,0.38,Moderate
4.47,11.66,22.99,0.44,0.66,0.52,7.37,evening,thursday,0.83,0.5,0.26,11.54,9.67,0.62,21.74,autumn,urban,0.41,Moderate
19.1,32.24,35.55,0.57,0.49,0.53,6.43,midday,sunday,0.79,0.41,0.36,3.93,6.3,0.61,23.27,winter,urban,0.48,Moderate
155.76,122.0,76.6,0.98,0.64,0.63,4.31,morning_peak,friday,0.23,0.54,0.18,18.89,2.42,0.78,16.38,winter,regional,0.52,Good
23.38,32.74,42.84,0.74,0.7,0.31,1.98,morning_peak,tuesday,0.48,0.51,0.28,8.39,17.31,0.56,22.02,autumn,suburban,0.56,Moderate
18.47,49.65,22.32,0.53,0.76,0.33,4.5,midday,wednesday,0.93,0.37,0.24,4.88,10.94,0.54,21.25,spring,urban,0.4,Moderate
25.29,50.14,30.27,0.36,0.65,0.56,4.44,morning_peak,friday,0.7,0.52,0.26,1.0,7.03,0.72,26.53,autumn,urban,0.58,Moderate
31.13,73.93,25.26,0.5,0.6,0.19,2.87,evening,thursday,0.73,0.37,0.44,11.17,16.12,0.55,13.41,summer,urban,0.6,Good
192.89,154.2,75.06,0.87,0.25,0.65,3.56,midday,sunday,0.18,0.36,0.17,22.62,3.98,0.66,24.01,winter,regional,0.4,Excellent
195.99,123.89,94.92,0.82,0.37,0.07,0.8,midday,monday,0.14,0.29,0.35,29.32,14.72,0.43,11.32,summer,regional,0.38,Excellent
68.7,75.45,54.63,0.75,0.74,0.47,4.74,morning_peak,wednesday,0.67,0.47,0.32,13.58,19.05,0.66,19.68,autumn,suburban,0.53,Moderate
71.65,54.23,79.27,0.69,0.47,0.64,4.68,early_morning,tuesday,0.21,0.43,0.19,11.07,3.93,0.7,23.12,winter,regional,0.32,Good
119.01,95.33,74.9,0.68,0.2,0.24,3.59,midday,sunday,0.14,0.27,0.49,11.13,19.93,0.53,13.26,summer,regional,0.34,Excellent
207.94,181.98,68.56,0.67,0.6,0.31,1.02,afternoon_peak,monday,0.21,0.45,0.27,23.44,11.84,0.53,17.4,spring,regional,0.59,Good
10.73,37.59,17.12,0.43,0.82,0.22,1.81,evening,friday,0.96,0.48,0.45,4.31,15.94,0.62,16.2,summer,urban,0.43,Moderate
267.33,245.59,65.31,0.76,0.34,0.53,3.72,midday,tuesday,0.28,0.32,0.17,25.28,11.91,0.77,22.34,autumn,regional,0.35,Good
60.41,102.3,35.43,0.62,0.87,0.3,3.92,morning_peak,tuesday,0.6,0.55,0.24,7.18,12.78,0.54,22.8,spring,suburban,0.62,Moderate
51.59,54.04,57.27,0.66,0.47,0.25,1.36,afternoon_peak,tuesday,0.24,0.34,0.45,5.38,26.22,0.45,13.1,summer,regional,0.35,Good
13.76,43.85,18.83,0.49,0.83,0.46,3.74,early_morning,monday,0.98,0.6,0.31,14.51,4.1,0.68,19.73,autumn,urban,0.53,Poor
20.76,56.9,21.89,0.28,0.67,0.21,2.57,midday,wednesday,0.73,0.51,0.54,5.78,16.69,0.6,16.13,summer,urban,0.44,Moderate
86.22,69.4,74.55,0.65,0.5,0.23,1.3,morning_peak,friday,0.14,0.34,0.3,5.78,16.62,0.52,12.96,summer,regional,0.44,Excellent
31.57,67.93,27.88,0.49,0.74,0.69,7.22,early_morning,monday,0.79,0.57,0.29,3.98,-1.93,0.78,32.05,winter,urban,0.47,Poor
60.25,72.76,49.69,0.47,0.57,0.28,2.64,night,monday,0.66,0.3,0.29,10.54,8.14,0.59,10.31,spring,suburban,0.38,Moderate
225.74,192.82,70.24,0.75,0.27,0.14,1.51,midday,saturday,0.18,0.32,0.3,27.35,27.52,0.61,12.93,summer,regional,0.45,Excellent
11.41,26.5,25.85,0.43,0.8,0.32,4.47,afternoon_peak,thursday,0.73,0.47,0.35,2.7,11.33,0.59,15.29,spring,urban,0.55,Moderate
28.32,93.16,18.24,0.33,0.51,0.38,3.04,midday,wednesday,0.69,0.39,0.24,14.54,7.97,0.55,22.02,autumn,urban,0.28,Moderate
28.97,50.49,34.43,0.46,0.64,0.48,3.39,morning_peak,sunday,0.86,0.49,0.23,3.13,7.61,0.7,27.95,autumn,urban,0.6,Moderate
71.04,50.25,84.82,0.65,0.46,0.29,0.88,midday,friday,0.25,0.35,0.19,5.77,13.2,0.59,13.17,autumn,regional,0.42,Good
67.98,54.73,74.53,0.79,0.5,0.13,0.58,night,thursday,0.38,0.36,0.42,3.54,15.4,0.53,19.43,summer,regional,0.4,Good
36.51,43.0,50.95,0.63,0.6,0.21,0.66,early_morning,monday,0.49,0.41,0.39,12.71,13.16,0.6,8.43,summer,suburban,0.41,Good
227.02,173.25,78.62,0.71,0.6,0.41,5.92,afternoon_peak,monday,0.33,0.36,0.11,15.16,10.01,0.68,26.02,autumn,regional,0.57,Good
21.35,48.34,26.51,0.57,0.88,0.49,5.16,afternoon_peak,tuesday,0.77,0.65,0.14,12.3,6.47,0.71,21.92,autumn,urban,0.51,Poor
14.91,17.76,50.36,0.6,0.82,0.48,4.65,morning_peak,thursday,0.62,0.49,0.34,6.57,10.45,0.66,20.85,autumn,suburban,0.55,Moderate
18.55,31.77,35.02,0.46,0.48,0.26,3.01,evening,sunday,0.7,0.4,0.31,1.0,9.67,0.6,10.95,spring,urban,0.27,Good
72.08,116.44,37.14,0.48,0.53,0.09,0.43,midday,tuesday,0.52,0.43,0.34,3.84,19.31,0.55,9.75,summer,suburban,0.47,Good
30.11,67.01,26.96,0.51,0.76,0.17,0.83,afternoon_peak,friday,0.73,0.46,0.42,6.57,10.45,0.51,17.94,summer,urban,0.45,Moderate
43.56,67.1,38.95,0.47,0.53,0.42,3.59,evening,wednesday,0.41,0.41,0.21,10.34,9.4,0.67,12.71,spring,suburban,0.39,Moderate
51.43,82.8,37.27,0.6,0.54,0.16,0.0,early_morning,thursday,0.56,0.33,0.39,1.48,20.09,0.52,21.78,summer,suburban,0.3,Good
71.53,107.46,39.94,0.62,0.65,0.12,1.83,morning_peak,thursday,0.46,0.38,0.28,13.32,5.21,0.47,7.51,spring,suburban,0.48,Good
281.5,261.8,64.51,0.8,0.64,0.38,4.0,afternoon_peak,tuesday,0.38,0.48,0.14,22.6,12.7,0.63,20.08,spring,regional,0.55,Good
179.19,170.4,63.09,0.97,0.65,0.39,0.42,morning_peak,friday,0.27,0.41,0.13,19.04,7.44,0.58,22.54,spring,regional,0.48,Good
20.73,66.01,18.85,0.32,0.67,0.22,2.11,early_morning,monday,0.72,0.45,0.43,1.0,15.21,0.46,7.83,summer,urban,0.48,Moderate
22.7,75.62,18.01,0.37,0.75,0.54,4.99,afternoon_peak,sunday,0.86,0.52,0.39,18.74,4.25,0.62,13.83,winter,urban,0.49,Poor
10.05,25.81,23.36,0.42,0.88,0.24,1.86,afternoon_peak,wednesday,0.88,0.42,0.47,13.34,25.69,0.49,12.13,summer,urban,0.49,Moderate
95.54,101.66,56.39,0.96,0.67,0.45,6.36,morning_peak,monday,0.36,0.52,0.3,10.1,9.24,0.6,21.33,autumn,regional,0.4,Good
5.05,17.27,17.55,0.35,0.77,0.57,3.81,morning_peak,monday,0.73,0.55,0.23,1.0,-1.55,0.73,27.39,winter,urban,0.61,Poor
78.41,104.93,44.83,0.49,0.62,0.32,3.13,morning_peak,saturday,0.42,0.42,0.35,12.29,13.48,0.59,21.85,summer,suburban,0.34,Good
36.45,60.13,36.37,0.7,0.55,0.08,0.0,evening,monday,0.6,0.31,0.34,6.86,11.63,0.46,16.3,summer,suburban,0.37,Good
236.23,227.48,62.31,0.93,0.37,0.65,5.08,afternoon_peak,sunday,0.4,0.4,0.3,16.3,-2.49,0.7,22.82,winter,regional,0.56,Good
18.42,21.36,51.73,0.75,0.59,0.37,0.89,evening,friday,0.58,0.45,0.25,1.0,10.06,0.7,12.86,spring,suburban,0.43,Moderate
287.68,202.56,85.21,0.64,0.28,0.11,0.22,midday,saturday,0.33,0.32,0.28,27.56,26.38,0.49,20.35,summer,regional,0.45,Excellent
17.16,28.18,36.53,0.45,0.54,0.67,6.4,afternoon_peak,sunday,0.45,0.47,0.19,9.47,2.58,0.74,27.94,winter,suburban,0.39,Moderate
31.14,74.33,25.14,0.28,0.86,0.2,2.9,afternoon_peak,tuesday,0.77,0.54,0.26,1.0,9.64,0.59,12.55,spring,urban,0.62,Poor
145.52,105.52,82.74,0.84,0.23,0.23,2.8,midday,sunday,0.27,0.19,0.4,16.26,14.65,0.56,14.58,summer,regional,0.33,Excellent
16.19,35.56,27.31,0.39,0.89,0.41,2.25,morning_peak,tuesday,0.7,0.52,0.29,6.78,9.79,0.55,23.07,autumn,urban,0.48,Poor
297.55,235.18,75.91,0.97,0.47,0.43,2.18,midday,thursday,0.27,0.45,0.19,21.76,10.16,0.72,11.1,spring,regional,0.53,Good
14.24,50.53,16.9,0.48,0.95,0.26,1.84,afternoon_peak,friday,0.82,0.51,0.29,3.79,22.13,0.55,15.28,summer,urban,0.53,Moderate
82.19,91.28,54.02,0.77,0.61,0.49,3.88,afternoon_peak,saturday,0.62,0.5,0.24,18.0,5.62,0.73,12.87,autumn,suburban,0.33,Moderate
14.04,48.37,17.41,0.31,0.81,0.59,6.48,night,tuesday,0.98,0.54,0.35,4.4,3.12,0.6,28.04,winter,urban,0.53,Poor
22.19,58.68,22.69,0.46,0.92,0.14,1.92,morning_peak,thursday,0.98,0.61,0.51,10.48,17.86,0.44,22.43,summer,urban,0.58,Moderate
61.35,53.1,69.32,0.65,0.22,0.45,1.55,early_morning,saturday,0.27,0.29,0.19,6.95,10.31,0.63,23.36,autumn,regional,0.28,Good
178.5,135.34,79.13,0.69,0.62,0.5,3.67,afternoon_peak,thursday,0.35,0.43,0.29,17.65,-2.41,0.71,24.33,winter,regional,0.56,Moderate
238.62,146.01,98.05,0.94,0.19,0.48,4.87,early_morning,saturday,0.12,0.26,0.14,29.67,3.84,0.62,18.62,autumn,regional,0.41,Excellent
141.51,90.65,93.67,0.96,0.26,0.4,4.49,midday,sunday,0.35,0.38,0.25,19.38,13.22,0.62,20.9,spring,regional,0.29,Excellent
30.65,29.05,63.29,0.77,0.5,0.16,1.02,night,tuesday,0.68,0.33,0.38,4.3,17.99,0.61,7.93,summer,suburban,0.37,Good
28.63,37.31,46.03,0.48,0.69,0.26,1.07,morning_peak,friday,0.53,0.5,0.27,1.0,6.48,0.49,12.22,spring,suburban,0.56,Good
167.42,119.65,83.95,0.92,0.47,0.4,1.39,afternoon_peak,wednesday,0.13,0.48,0.19,8.02,4.77,0.55,28.01,autumn,regional,0.46,Good
50.48,64.49,46.97,0.65,0.56,0.44,1.24,midday,wednesday,0.66,0.32,0.3,7.75,4.66,0.71,22.38,autumn,suburban,0.5,Good
13.04,16.07,48.66,0.75,0.58,0.18,0.69,night,monday,0.63,0.42,0.26,1.93,11.05,0.57,14.25,spring,suburban,0.38,Good
106.26,94.69,67.33,0.72,0.48,0.13,0.0,afternoon_peak,monday,0.14,0.35,0.39,16.62,22.43,0.44,5.64,summer,regional,0.35,Excellent
88.38,72.91,72.73,0.63,0.49,0.17,2.09,night,wednesday,0.26,0.42,0.3,8.27,19.93,0.56,11.26,summer,regional,0.39,Good
247.91,192.83,77.14,0.83,0.63,0.58,7.51,afternoon_peak,friday,0.23,0.47,0.25,23.19,3.28,0.73,21.19,winter,regional,0.46,Moderate
67.51,59.89,67.63,0.75,0.71,0.2,2.45,afternoon_peak,friday,0.42,0.41,0.24,12.83,8.13,0.5,19.13,spring,regional,0.48,Good
30.61,71.05,25.85,0.4,0.81,0.35,1.44,night,tuesday,0.95,0.51,0.29,5.23,1.73,0.56,17.65,autumn,urban,0.43,Good
8.56,19.93,25.79,0.43,0.72,0.26,2.86,afternoon_peak,saturday,0.98,0.49,0.59,12.75,16.08,0.61,9.83,summer,urban,0.37,Moderate
159.07,137.98,69.17,0.81,0.56,0.59,4.45,morning_peak,thursday,0.17,0.38,0.17,26.83,5.52,0.63,22.35,winter,regional,0.52,Good
58.18,66.7,52.34,0.58,0.45,0.21,0.57,night,saturday,0.62,0.33,0.38,10.13,-0.01,0.55,18.4,spring,suburban,0.32,Good
29.81,87.41,20.46,0.29,0.78,0.66,4.46,midday,friday,0.86,0.61,0.29,1.0,0.56,0.63,25.33,winter,urban,0.5,Poor
24.81,39.75,37.44,0.74,0.56,0.21,0.99,early_morning,tuesday,0.63,0.36,0.56,6.31,22.11,0.52,21.8,summer,suburban,0.39,Good
51.91,32.54,95.73,0.82,0.35,0.08,1.22,night,wednesday,0.19,0.21,0.34,4.98,19.41,0.57,11.63,summer,regional,0.31,Excellent
52.26,44.26,70.84,0.7,0.45,0.72,8.19,night,friday,0.38,0.48,0.24,11.56,-0.08,0.82,21.31,winter,regional,0.48,Moderate
18.16,25.34,43.01,0.51,0.66,0.28,2.88,morning_peak,tuesday,0.47,0.5,0.43,8.82,21.41,0.53,17.16,summer,suburban,0.44,Moderate
